order_id,date,region,category,units,unit_price,revenue
535,2024-11-24,South,Toys,23,362.6,8339.8
536,2024-04-03,South,Toys,40,344.85,13794.0
537,2024-12-13,North,Clothing,49,65.96,3232.04
538,2024-04-09,East,Toys,21,396.58,8328.18
539,2024-12-20,North,Clothing,36,302.49,10889.64
540,2024-04-17,East,Electronics,43,438.53,18856.79
541,2024-04-16,South,Toys,19,324.85,6172.15
542,2024-10-03,West,Electronics,16,252.29,4036.64
543,2024-10-14,North,Food,21,70.33,1476.93
544,2024-02-01,East,Clothing,49,238.15,11669.35
545,2024-01-26,North,Electronics,17,111.79,1900.43
546,2024-07-14,West,Food,41,357.75,14667.75
547,2024-10-05,West,Electronics,41,270.6,11094.6
548,2024-04-26,East,Electronics,20,44.12,882.4
549,2024-11-22,South,Food,26,295.29,7677.54
550,2024-04-02,North,Food,45,221.56,9970.2
551,2024-10-20,South,Electronics,28,62.41,1747.48
552,2024-12-06,North,Food,43,372.14,16002.02
553,2024-01-06,North,Electronics,46,72.92,3354.32
554,2024-12-09,West,Food,34,261.03,8875.02
555,2024-05-24,South,Food,9,376.14,3385.26
556,2024-05-17,North,Electronics,22,404.52,8899.44
557,2024-11-03,North,Food,46,487.65,22431.9
558,2024-08-28,West,Toys,33,183.26,6047.58
559,2024-02-19,South,Food,11,131.28,1444.08
560,2024-01-28,North,Clothing,48,256.87,12329.76
561,2024-07-05,North,Clothing,3,238.52,715.56
562,2024-12-24,South,Electronics,36,402.54,14491.44
563,2024-12-11,West,Clothing,21,127.89,2685.69
564,2024-09-22,East,Electronics,37,189.54,7012.98
565,2024-01-13,North,Clothing,15,403.15,6047.25
566,2024-05-11,North,Toys,19,387.9,7370.1
567,2024-05-19,North,Toys,1,187.62,187.62
568,2024-08-25,East,Clothing,30,187.3,5619.0
569,2024-07-01,South,Clothing,10,8.16,81.6
570,2024-01-11,South,Food,41,420.59,17244.19
571,2024-02-07,North,Toys,48,364.97,17518.56
572,2024-03-23,South,Toys,32,480.79,15385.28
573,2024-09-14,East,Electronics,3,461.03,1383.09
574,2024-02-17,East,Toys,48,47.03,2257.44
575,2024-01-14,South,Toys,5,297.99,1489.95
576,2024-06-26,South,Clothing,19,134.19,2549.61
577,2024-04-03,West,Food,21,229.12,4811.52
578,2024-02-05,South,Clothing,50,386.22,19311.0
579,2024-07-04,North,Clothing,29,235.7,6835.3
580,2024-05-28,East,Clothing,29,157.61,4570.69
581,2024-05-27,North,Electronics,11,404.76,4452.36
582,2024-12-08,North,Clothing,21,78.42,1646.82
583,2024-05-09,East,Toys,33,29.23,964.59
584,2024-09-24,South,Electronics,26,428.03,11128.78
585,2024-03-04,South,Electronics,30,55.44,1663.2
586,2024-03-07,North,Electronics,50,491.37,24568.5
587,2024-11-03,West,Food,44,317.0,13948.0
588,2024-04-21,East,Electronics,2,498.59,997.18
589,2024-06-04,West,Clothing,6,453.01,2718.06
590,2024-10-14,North,Toys,4,88.15,352.6
591,2024-07-06,West,Toys,2,194.45,388.9
592,2024-08-05,East,Clothing,12,141.12,1693.44
593,2024-07-18,North,Clothing,42,151.08,6345.36
594,2024-03-14,West,Electronics,6,143.49,860.94
595,2024-09-26,South,Clothing,41,497.07,20379.87
596,2024-09-26,North,Toys,46,182.76,8406.96
597,2024-07-09,West,Food,37,253.68,9386.16
598,2024-01-26,South,Electronics,21,300.57,6311.97
599,2024-10-08,East,Electronics,31,267.07,8279.17
600,2024-05-18,South,Electronics,16,330.15,5282.4
601,2024-07-12,North,Clothing,37,424.02,15688.74
602,2024-12-23,South,Clothing,16,298.3,4772.8
603,2024-10-19,East,Electronics,46,351.78,16181.88
604,2024-03-16,South,Clothing,32,273.35,8747.2
605,2024-04-01,North,Electronics,4,120.15,480.6
606,2024-04-26,West,Electronics,22,459.36,10105.92
607,2024-06-02,South,Food,46,92.84,4270.64
608,2024-03-25,North,Clothing,38,353.82,13445.16
609,2024-11-13,North,Food,5,189.93,949.65
610,2024-03-24,North,Food,20,164.69,3293.8
611,2024-12-18,West,Toys,42,162.06,6806.52
612,2024-03-13,East,Clothing,43,296.53,12750.79
613,2024-01-23,East,Food,9,92.97,836.73
614,2024-10-08,West,Electronics,12,303.18,3638.16
615,2024-02-08,North,Toys,10,168.93,1689.3
616,2024-02-27,East,Food,11,319.91,3519.01
617,2024-04-23,East,Toys,1,136.28,136.28
618,2024-12-01,North,Food,17,394.57,6707.69
619,2024-03-14,North,Toys,29,367.63,10661.27
620,2024-02-27,West,Toys,23,275.28,6331.44
621,2024-01-10,West,Clothing,11,228.39,2512.29
622,2024-02-11,North,Food,17,476.07,8093.19
623,2024-09-03,South,Toys,11,367.33,4040.63
624,2024-11-06,East,Toys,46,20.34,935.64
625,2024-04-07,West,Clothing,4,55.12,220.48
626,2024-04-04,West,Food,43,144.35,6207.05
627,2024-08-05,North,Toys,37,277.08,10251.96
628,2024-05-27,North,Food,1,216.66,216.66
629,2024-03-21,West,Clothing,7,17.74,124.18
630,2024-05-26,East,Electronics,31,422.67,13102.77
631,2024-05-03,West,Toys,32,447.96,14334.72
632,2024-06-06,West,Clothing,24,443.32,10639.68
633,2024-05-08,West,Electronics,17,222.67,3785.39
634,2024-11-04,East,Electronics,10,377.36,3773.6
635,2024-10-08,North,Food,35,209.92,7347.2
636,2024-09-22,North,Toys,34,212.22,7215.48
637,2024-07-28,West,Clothing,31,152.93,4740.83
638,2024-08-06,North,Clothing,8,474.88,3799.04
639,2024-07-03,South,Clothing,13,67.46,876.98
640,2024-10-09,West,Clothing,41,78.2,3206.2
641,2024-07-18,East,Electronics,6,197.11,1182.66
642,2024-01-26,East,Food,34,231.79,7880.86
643,2024-10-19,West,Electronics,27,79.07,2134.89
644,2024-05-28,North,Electronics,37,390.87,14462.19
645,2024-08-19,East,Toys,17,194.61,3308.37
646,2024-03-20,West,Electronics,12,141.33,1695.96
647,2024-06-23,West,Electronics,26,445.34,11578.84
648,2024-05-12,South,Electronics,48,240.23,11531.04
649,2024-08-28,North,Food,20,158.92,3178.4
650,2024-12-15,North,Clothing,9,153.74,1383.66
651,2024-11-03,East,Food,47,211.3,9931.1
652,2024-07-24,South,Toys,14,457.15,6400.1
653,2024-03-03,West,Food,4,260.06,1040.24
654,2024-09-19,East,Toys,9,391.36,3522.24
655,2024-04-27,North,Clothing,13,438.21,5696.73
656,2024-06-23,North,Clothing,3,230.94,692.82
657,2024-09-13,South,Food,24,412.64,9903.36
658,2024-10-15,North,Electronics,16,189.37,3029.92
659,2024-06-06,South,Toys,38,277.91,10560.58
660,2024-01-06,East,Electronics,19,18.59,353.21
661,2024-04-09,South,Clothing,42,116.43,4890.06
662,2024-11-01,West,Electronics,50,483.73,24186.5
663,2024-01-08,West,Clothing,42,90.73,3810.66
664,2024-11-09,East,Food,46,483.68,22249.28
665,2024-04-15,West,Toys,23,232.2,5340.6
666,2024-09-22,East,Toys,38,55.64,2114.32
667,2024-08-03,East,Food,20,343.78,6875.6
668,2024-05-09,East,Food,41,165.94,6803.54
669,2024-04-02,East,Clothing,10,261.06,2610.6
670,2024-01-21,West,Food,44,74.27,3267.88
671,2024-07-13,West,Food,17,453.92,7716.64
672,2024-04-22,North,Clothing,22,364.64,8022.08
673,2024-03-27,West,Food,33,153.6,5068.8
674,2024-12-09,South,Food,7,238.04,1666.28
675,2024-06-08,South,Food,42,49.2,2066.4
676,2024-10-10,East,Toys,22,188.98,4157.56
677,2024-11-19,West,Electronics,31,31.57,978.67
678,2024-11-13,North,Toys,13,252.74,3285.62
679,2024-03-05,East,Toys,4,436.07,1744.28
680,2024-08-05,South,Food,27,493.66,13328.82
681,2024-06-21,East,Clothing,50,45.0,2250.0
682,2024-08-09,South,Food,41,33.72,1382.52
683,2024-08-26,South,Clothing,37,383.42,14186.54
684,2024-07-13,North,Clothing,40,219.69,8787.6
685,2024-09-07,West,Toys,25,7.31,182.75
686,2024-09-07,East,Electronics,21,379.64,7972.44
687,2024-04-23,North,Electronics,41,368.13,15093.33
688,2024-09-19,East,Food,9,55.84,502.56
689,2024-05-10,East,Clothing,5,412.8,2064.0
690,2024-03-11,West,Food,28,444.55,12447.4
691,2024-07-01,West,Food,49,98.27,4815.23
692,2024-04-24,South,Clothing,47,492.52,23148.44
693,2024-11-26,North,Clothing,8,186.46,1491.68
694,2024-09-20,North,Toys,41,131.62,5396.42
695,2024-01-02,North,Electronics,43,58.52,2516.36
696,2024-09-09,North,Toys,29,193.23,5603.67
697,2024-11-01,West,Clothing,14,349.12,4887.68
698,2024-09-09,East,Toys,43,54.99,2364.57
699,2024-10-04,South,Toys,7,258.23,1807.61
700,2024-10-07,East,Electronics,7,251.38,1759.66
701,2024-05-06,East,Clothing,23,353.2,8123.6
702,2024-08-11,North,Toys,14,345.66,4839.24
703,2024-02-27,South,Electronics,1,337.46,337.46
704,2024-02-24,West,Clothing,6,390.87,2345.22
705,2024-05-09,North,Food,42,119.42,5015.64
706,2024-01-28,West,Electronics,7,407.52,2852.64
707,2024-12-04,East,Food,44,159.79,7030.76
708,2024-11-21,North,Electronics,1,426.74,426.74
709,2024-10-09,South,Food,23,447.79,10299.17
710,2024-07-13,North,Food,22,95.52,2101.44
711,2024-08-26,West,Food,25,346.5,8662.5
712,2024-12-02,West,Clothing,8,70.59,564.72
713,2024-08-26,South,Electronics,27,456.06,12313.62
714,2024-06-20,West,Clothing,40,192.98,7719.2
715,2024-02-14,North,Clothing,31,460.6,14278.6
716,2024-06-01,West,Electronics,5,134.5,672.5
717,2024-12-20,South,Food,34,263.94,8973.96
718,2024-08-12,North,Toys,43,364.69,15681.67
719,2024-10-02,West,Clothing,36,446.57,16076.52
720,2024-08-28,North,Clothing,33,425.18,14030.94
721,2024-04-11,South,Electronics,49,248.37,12170.13
722,2024-11-13,East,Electronics,33,115.24,3802.92
723,2024-10-15,West,Clothing,6,232.25,1393.5
724,2024-08-24,North,Toys,29,161.45,4682.05
725,2024-09-18,North,Electronics,26,209.11,5436.86
726,2024-11-10,North,Electronics,39,481.77,18789.03
727,2024-01-27,South,Toys,22,184.85,4066.7
728,2024-10-20,South,Toys,22,282.27,6209.94
729,2024-02-25,West,Food,46,229.0,10534.0
730,2024-11-26,South,Electronics,22,180.79,3977.38
731,2024-03-16,East,Food,45,57.63,2593.35
732,2024-04-07,South,Toys,7,130.87,916.09
733,2024-04-23,North,Toys,14,231.24,3237.36
734,2024-11-27,East,Electronics,49,210.16,10297.84
735,2024-09-05,North,Toys,30,330.94,9928.2
736,2024-09-14,West,Electronics,34,369.43,12560.62
737,2024-12-27,West,Clothing,45,291.38,13112.1
738,2024-10-11,South,Electronics,25,330.47,8261.75
739,2024-04-09,West,Toys,39,458.38,17876.82
740,2024-03-05,West,Food,19,229.16,4354.04
741,2024-06-23,West,Food,45,276.16,12427.2
742,2024-05-22,South,Clothing,14,313.96,4395.44
743,2024-03-17,East,Clothing,46,326.79,15032.34
744,2024-08-19,East,Electronics,49,179.36,8788.64
745,2024-09-04,West,Food,28,405.11,11343.08
746,2024-01-07,North,Toys,10,31.27,312.7
747,2024-03-27,East,Clothing,19,343.28,6522.32
748,2024-01-12,North,Food,14,378.03,5292.42
749,2024-12-18,West,Electronics,40,434.68,17387.2
750,2024-12-10,South,Toys,16,257.91,4126.56
751,2024-11-11,North,Toys,25,211.2,5280.0
752,2024-10-28,North,Electronics,48,129.41,6211.68
753,2024-11-12,West,Clothing,41,353.79,14505.39
754,2024-11-03,South,Clothing,19,227.16,4316.04
755,2024-07-02,South,Clothing,48,259.35,12448.8
756,2024-03-19,West,Food,36,135.8,4888.8
757,2024-03-02,East,Electronics,22,235.83,5188.26
758,2024-11-20,South,Food,39,30.17,1176.63
759,2024-02-26,East,Toys,37,277.33,10261.21
760,2024-09-06,East,Clothing,12,262.7,3152.4
761,2024-04-22,West,Toys,6,177.95,1067.7
762,2024-10-17,East,Food,24,150.32,3607.68
763,2024-08-08,West,Electronics,8,336.12,2688.96
764,2024-07-26,South,Electronics,44,443.4,19509.6
765,2024-05-01,North,Toys,17,272.42,4631.14
766,2024-11-07,East,Toys,32,26.71,854.72
767,2024-09-18,East,Electronics,7,87.86,615.02
768,2024-04-28,North,Electronics,14,336.82,4715.48
769,2024-12-24,West,Electronics,14,271.19,3796.66
770,2024-01-15,West,Electronics,48,344.59,16540.32
771,2024-03-26,East,Electronics,6,41.26,247.56
772,2024-05-14,East,Electronics,37,411.7,15232.9
773,2024-06-01,West,Toys,41,205.2,8413.2
774,2024-12-20,West,Electronics,35,7.92,277.2
775,2024-06-17,North,Electronics,45,424.88,19119.6
776,2024-02-10,North,Food,44,154.17,6783.48
777,2024-01-16,West,Toys,26,411.95,10710.7
778,2024-09-10,South,Clothing,9,374.64,3371.76
779,2024-12-21,South,Food,44,444.05,19538.2
780,2024-03-04,East,Electronics,36,438.01,15768.36
781,2024-09-18,North,Electronics,37,300.34,11112.58
782,2024-12-12,North,Food,14,375.41,5255.74
783,2024-03-06,South,Toys,42,426.47,17911.74
784,2024-04-04,South,Clothing,40,418.2,16728.0
785,2024-09-15,South,Electronics,49,466.52,22859.48
786,2024-02-07,North,Food,43,38.34,1648.62
787,2024-11-08,West,Food,23,68.47,1574.81
788,2024-04-11,North,Food,40,39.56,1582.4
789,2024-05-23,West,Toys,22,310.09,6821.98
790,2024-03-01,South,Food,21,479.54,10070.34
791,2024-11-14,East,Clothing,15,357.54,5363.1
792,2024-06-16,East,Food,9,341.39,3072.51
793,2024-08-18,West,Toys,23,388.51,8935.73
794,2024-05-28,North,Clothing,42,305.28,12821.76
795,2024-11-03,South,Clothing,17,368.1,6257.7
796,2024-10-19,North,Electronics,33,317.66,10482.78
797,2024-09-18,West,Clothing,3,278.04,834.12
798,2024-10-24,West,Clothing,24,199.29,4782.96
799,2024-02-13,East,Clothing,30,253.06,7591.8
800,2024-10-22,East,Electronics,43,123.25,5299.75
801,2024-10-19,South,Clothing,29,83.82,2430.78
802,2024-08-08,South,Toys,23,25.01,575.23
803,2024-11-07,North,Food,24,120.84,2900.16
804,2024-01-02,East,Toys,31,459.36,14240.16
805,2024-11-27,East,Electronics,46,484.38,22281.48
806,2024-03-13,East,Food,38,274.45,10429.1
807,2024-02-17,West,Food,38,328.4,12479.2
808,2024-06-27,East,Toys,15,260.6,3909.0
809,2024-01-17,East,Toys,31,444.15,13768.65
810,2024-09-21,South,Toys,11,118.85,1307.35
811,2024-06-20,East,Clothing,10,97.52,975.2
812,2024-12-04,North,Clothing,27,406.53,10976.31
813,2024-03-21,West,Toys,31,109.3,3388.3
814,2024-10-19,West,Electronics,16,26.36,421.76
815,2024-10-05,South,Clothing,41,258.76,10609.16
816,2024-09-13,North,Clothing,17,461.61,7847.37
817,2024-10-16,North,Food,6,112.21,673.26
818,2024-10-05,West,Clothing,15,416.03,6240.45
819,2024-06-15,South,Food,11,363.47,3998.17
820,2024-02-01,North,Clothing,25,195.8,4895.0
821,2024-03-16,South,Toys,10,304.73,3047.3
822,2024-03-20,North,Electronics,6,243.71,1462.26
823,2024-01-23,North,Toys,34,213.24,7250.16
824,2024-07-12,West,Clothing,31,395.83,12270.73
825,2024-04-28,North,Toys,9,130.99,1178.91
826,2024-07-09,North,Food,39,439.0,17121.0
827,2024-01-19,South,Electronics,46,373.1,17162.6
828,2024-12-26,North,Electronics,25,329.0,8225.0
829,2024-07-21,East,Toys,24,57.76,1386.24
830,2024-06-20,East,Food,35,214.66,7513.1
831,2024-09-26,East,Toys,49,105.83,5185.67
832,2024-08-09,West,Clothing,24,281.75,6762.0
833,2024-12-05,East,Food,50,354.22,17711.0
834,2024-03-04,North,Clothing,29,392.64,11386.56
835,2024-10-23,South,Toys,22,401.42,8831.24
836,2024-01-26,North,Clothing,25,482.46,12061.5
837,2024-07-03,North,Clothing,31,463.3,14362.3
838,2024-10-02,North,Food,15,188.56,2828.4
839,2024-05-23,West,Toys,40,329.81,13192.4
840,2024-01-07,North,Clothing,41,249.71,10238.11
841,2024-09-17,East,Clothing,3,393.06,1179.18
842,2024-04-21,South,Clothing,44,22.85,1005.4
843,2024-07-12,North,Clothing,6,498.42,2990.52
844,2024-01-24,West,Toys,38,104.15,3957.7
845,2024-09-19,North,Electronics,36,145.82,5249.52
846,2024-04-15,East,Food,18,117.02,2106.36
847,2024-09-04,West,Electronics,17,91.64,1557.88
848,2024-09-09,North,Food,22,473.77,10422.94
849,2024-04-25,East,Toys,25,283.77,7094.25
850,2024-10-28,East,Toys,44,233.06,10254.64
851,2024-07-21,North,Toys,8,132.62,1060.96
852,2024-06-17,South,Clothing,21,209.15,4392.15
853,2024-07-22,North,Food,16,147.21,2355.36
854,2024-08-11,East,Electronics,36,466.04,16777.44
855,2024-12-22,East,Clothing,37,138.19,5113.03
856,2024-12-08,South,Toys,48,103.83,4983.84
857,2024-04-27,East,Clothing,15,105.37,1580.55
858,2024-02-22,East,Clothing,50,57.81,2890.5
859,2024-01-28,West,Electronics,49,429.26,21033.74
860,2024-10-28,West,Food,40,161.13,6445.2
861,2024-09-09,East,Toys,12,492.28,5907.36
862,2024-01-17,West,Clothing,49,290.45,14232.05
863,2024-06-13,West,Toys,35,21.12,739.2
864,2024-08-11,South,Toys,8,350.63,2805.04
865,2024-10-04,North,Electronics,44,109.32,4810.08
866,2024-03-18,East,Food,40,431.61,17264.4
867,2024-10-11,East,Clothing,18,238.32,4289.76
868,2024-07-23,East,Clothing,32,214.85,6875.2
869,2024-03-19,East,Food,26,143.42,3728.92
870,2024-04-18,South,Clothing,7,361.8,2532.6
871,2024-12-05,West,Toys,13,77.19,1003.47
872,2024-03-28,West,Electronics,12,213.65,2563.8
873,2024-10-02,East,Toys,20,129.23,2584.6
874,2024-04-27,West,Electronics,45,85.85,3863.25
875,2024-12-11,East,Toys,41,52.67,2159.47
876,2024-05-12,East,Food,24,282.37,6776.88
877,2024-11-20,North,Toys,8,178.79,1430.32
878,2024-06-22,South,Clothing,50,145.88,7294.0
879,2024-05-15,West,Toys,6,193.63,1161.78
880,2024-06-14,South,Clothing,41,404.82,16597.62
881,2024-04-11,West,Electronics,6,85.19,511.14
882,2024-11-13,East,Food,46,137.4,6320.4
883,2024-06-24,East,Toys,50,432.09,21604.5
884,2024-01-05,West,Toys,11,96.02,1056.22
885,2024-02-07,South,Food,48,351.84,16888.32
886,2024-08-18,South,Toys,7,52.3,366.1
887,2024-02-04,North,Electronics,50,201.52,10076.0
888,2024-07-10,East,Clothing,6,329.14,1974.84
889,2024-11-05,South,Clothing,48,145.67,6992.16
890,2024-06-28,South,Clothing,2,22.4,44.8
891,2024-09-09,East,Toys,30,487.62,14628.6
892,2024-10-20,West,Clothing,45,271.95,12237.75
893,2024-09-10,West,Toys,34,321.69,10937.46
894,2024-02-15,East,Toys,35,117.43,4110.05
895,2024-05-01,East,Food,27,133.6,3607.2
896,2024-09-01,North,Clothing,23,146.95,3379.85
897,2024-07-26,West,Toys,20,9.52,190.4
898,2024-04-14,East,Clothing,1,276.37,276.37
899,2024-12-21,West,Toys,16,85.82,1373.12
900,2024-07-21,West,Toys,15,135.18,2027.7
901,2024-09-26,South,Food,19,325.99,6193.81
902,2024-03-05,East,Toys,13,427.47,5557.11
903,2024-08-09,East,Electronics,41,230.39,9445.99
904,2024-01-18,West,Clothing,21,14.6,306.6
905,2024-03-23,North,Clothing,7,144.65,1012.55
906,2024-01-16,West,Electronics,15,49.65,744.75
907,2024-08-12,South,Food,27,159.23,4299.21
908,2024-03-02,West,Electronics,22,44.71,983.62
909,2024-03-07,East,Toys,5,273.88,1369.4
910,2024-12-08,East,Toys,1,65.37,65.37
911,2024-01-07,West,Toys,16,370.12,5921.92
912,2024-04-16,West,Electronics,34,334.67,11378.78
913,2024-12-02,West,Food,21,83.51,1753.71
914,2024-04-12,North,Food,31,321.07,9953.17
915,2024-07-11,North,Clothing,8,121.8,974.4
916,2024-07-26,North,Clothing,18,294.42,5299.56
917,2024-12-16,South,Electronics,3,292.63,877.89
918,2024-03-16,South,Food,50,49.29,2464.5
919,2024-01-12,North,Food,49,314.44,15407.56
920,2024-06-18,South,Electronics,9,246.48,2218.32
921,2024-12-13,East,Toys,47,100.52,4724.44
922,2024-08-23,East,Clothing,17,449.84,7647.28
923,2024-04-19,West,Food,35,350.03,12251.05
924,2024-05-28,South,Food,21,367.54,7718.34
925,2024-05-27,South,Electronics,34,81.74,2779.16
926,2024-11-17,East,Food,30,5.36,160.8
927,2024-06-25,West,Clothing,2,311.77,623.54
928,2024-09-27,South,Food,47,36.35,1708.45
929,2024-09-05,West,Clothing,34,343.2,11668.8
930,2024-02-04,East,Food,27,322.25,8700.75
931,2024-01-07,North,Electronics,9,93.43,840.87
932,2024-10-21,North,Toys,13,53.88,700.44
933,2024-10-09,West,Toys,34,313.87,10671.58
934,2024-02-01,North,Food,15,304.95,4574.25
935,2024-11-02,South,Toys,6,236.69,1420.14
936,2024-01-27,East,Toys,24,398.15,9555.6
937,2024-05-03,East,Electronics,47,39.84,1872.48
938,2024-09-13,South,Electronics,7,363.96,2547.72
939,2024-10-21,South,Clothing,34,330.15,11225.1
940,2024-11-19,South,Toys,48,57.23,2747.04
941,2024-02-06,East,Toys,45,334.29,15043.05
942,2024-03-18,South,Toys,33,172.07,5678.31
943,2024-06-28,West,Food,21,277.29,5823.09
944,2024-12-11,East,Toys,49,318.45,15604.05
945,2024-12-09,South,Clothing,25,384.03,9600.75
946,2024-01-24,East,Toys,29,480.11,13923.19
947,2024-03-10,North,Food,39,13.07,509.73
948,2024-06-01,North,Food,15,111.34,1670.1
949,2024-06-05,East,Clothing,7,23.68,165.76
950,2024-04-08,South,Food,24,445.36,10688.64
951,2024-10-07,East,Food,6,287.39,1724.34
952,2024-12-23,North,Food,31,90.59,2808.29
953,2024-10-13,North,Food,3,366.74,1100.22
954,2024-07-14,North,Electronics,50,170.52,8526.0
955,2024-10-01,North,Clothing,48,328.13,15750.24
956,2024-06-18,West,Electronics,20,264.57,5291.4
957,2024-03-02,South,Food,33,350.4,11563.2
958,2024-09-03,West,Toys,49,299.59,14679.91
959,2024-03-05,South,Toys,19,394.25,7490.75
960,2024-01-18,East,Electronics,31,287.86,8923.66
961,2024-07-25,West,Food,6,202.27,1213.62
962,2024-08-13,South,Clothing,31,281.85,8737.35
963,2024-07-11,South,Clothing,16,40.46,647.36
964,2024-06-12,North,Electronics,43,209.72,9017.96
965,2024-01-25,South,Food,23,298.97,6876.31
966,2024-08-20,East,Clothing,23,310.03,7130.69
967,2024-04-07,South,Toys,3,462.49,1387.47
968,2024-02-04,East,Clothing,49,365.6,17914.4
969,2024-05-01,North,Clothing,40,463.73,18549.2
970,2024-01-11,East,Electronics,20,227.78,4555.6
971,2024-05-18,South,Clothing,14,275.48,3856.72
972,2024-01-13,West,Clothing,45,350.88,15789.6
973,2024-04-26,North,Food,11,34.75,382.25
974,2024-01-03,East,Electronics,30,329.11,9873.3
975,2024-11-12,West,Food,43,426.78,18351.54
976,2024-11-13,North,Electronics,19,434.37,8253.03
977,2024-02-11,South,Toys,33,488.42,16117.86
978,2024-08-18,West,Electronics,12,103.44,1241.28
979,2024-05-11,North,Electronics,16,461.52,7384.32
980,2024-06-22,West,Toys,48,82.72,3970.56
981,2024-09-09,East,Food,41,154.65,6340.65
982,2024-01-18,North,Food,25,445.75,11143.75
983,2024-07-22,East,Clothing,10,174.18,1741.8
984,2024-11-20,South,Electronics,47,194.19,9126.93
985,2024-07-10,South,Toys,16,288.58,4617.28
986,2024-11-05,East,Toys,35,70.23,2458.05
987,2024-09-05,South,Clothing,20,345.82,6916.4
988,2024-03-11,West,Clothing,42,466.85,19607.7
989,2024-03-24,North,Electronics,12,162.21,1946.52
990,2024-05-15,North,Food,27,480.79,12981.33
991,2024-03-06,East,Clothing,50,98.03,4901.5
992,2024-04-20,North,Food,39,285.69,11141.91
993,2024-02-23,South,Clothing,44,17.91,788.04
994,2024-08-23,West,Clothing,33,423.84,13986.72
995,2024-03-06,East,Clothing,25,248.27,6206.75
996,2024-01-09,South,Clothing,3,207.25,621.75
997,2024-04-25,West,Clothing,48,337.31,16190.88
998,2024-08-28,South,Electronics,12,463.92,5567.04
999,2024-07-13,West,Food,30,444.36,13330.8
1000,2024-10-24,North,Toys,47,159.88,7514.36
1001,2024-01-08,North,Electronics,29,231.17,6703.93
1002,2024-11-02,West,Electronics,36,196.76,7083.36
1003,2024-05-25,South,Food,29,202.03,5858.87
1004,2024-10-02,East,Toys,11,214.12,2355.32
1005,2024-12-17,South,Toys,42,228.59,9600.78
1006,2024-12-18,North,Clothing,50,294.8,14740.0
1007,2024-01-06,South,Toys,27,165.11,4457.97
1008,2024-06-23,West,Clothing,30,49.64,1489.2
1009,2024-08-21,South,Electronics,6,61.51,369.06
1010,2024-12-26,East,Electronics,34,355.1,12073.4
1011,2024-03-11,South,Toys,36,193.4,6962.4
1012,2024-12-02,South,Clothing,10,93.54,935.4
1013,2024-08-10,West,Food,20,366.43,7328.6
1014,2024-01-20,South,Electronics,9,480.41,4323.69
1015,2024-08-18,East,Electronics,30,251.33,7539.9
1016,2024-11-16,North,Toys,16,112.35,1797.6
1017,2024-10-01,West,Toys,29,44.31,1284.99
1018,2024-04-02,South,Food,40,316.17,12646.8
1019,2024-01-05,South,Clothing,4,328.37,1313.48
1020,2024-01-04,North,Food,22,460.59,10132.98
1021,2024-10-22,West,Clothing,11,337.68,3714.48
1022,2024-01-03,South,Toys,48,291.59,13996.32
1023,2024-02-25,East,Food,24,449.28,10782.72
1024,2024-02-23,West,Electronics,19,238.05,4522.95
1025,2024-04-23,East,Food,34,209.81,7133.54
1026,2024-11-17,South,Electronics,7,287.83,2014.81
1027,2024-12-10,North,Toys,47,345.88,16256.36
1028,2024-10-12,West,Food,17,265.07,4506.19
1029,2024-08-16,South,Toys,34,365.95,12442.3
1030,2024-04-01,South,Clothing,46,148.79,6844.34
1031,2024-02-24,North,Electronics,30,314.6,9438.0
1032,2024-06-18,South,Toys,27,27.52,743.04
1033,2024-05-09,South,Electronics,41,104.59,4288.19
1034,2024-06-25,North,Food,20,255.81,5116.2
1035,2024-07-24,North,Electronics,44,169.98,7479.12
1036,2024-06-22,North,Clothing,13,168.6,2191.8
1037,2024-08-05,West,Toys,3,324.6,973.8
1038,2024-07-24,West,Food,30,393.07,11792.1
1039,2024-06-18,North,Food,37,363.86,13462.82
1040,2024-06-03,North,Clothing,37,344.32,12739.84
1041,2024-07-21,South,Food,2,172.88,345.76
1042,2024-05-23,South,Toys,12,299.62,3595.44
1043,2024-08-08,East,Electronics,18,209.87,3777.66
1044,2024-05-06,East,Toys,20,111.99,2239.8
1045,2024-02-15,North,Food,3,390.01,1170.03
1046,2024-06-16,North,Toys,33,81.27,2681.91
1047,2024-02-27,East,Food,10,385.89,3858.9
1048,2024-07-23,South,Clothing,47,23.09,1085.23
1049,2024-11-28,North,Electronics,20,466.51,9330.2
1050,2024-02-17,North,Food,30,445.15,13354.5
1051,2024-11-07,East,Electronics,37,380.45,14076.65
1052,2024-09-11,East,Clothing,13,146.85,1909.05
1053,2024-05-04,West,Electronics,18,78.91,1420.38
1054,2024-09-11,North,Electronics,14,273.55,3829.7
1055,2024-10-08,East,Clothing,46,402.98,18537.08
1056,2024-06-18,South,Electronics,20,308.57,6171.4
1057,2024-11-02,West,Electronics,9,19.35,174.15
1058,2024-07-06,North,Toys,4,47.63,190.52
1059,2024-04-23,West,Food,20,169.5,3390.0
1060,2024-12-15,North,Toys,37,70.24,2598.88
1061,2024-12-25,North,Toys,20,343.82,6876.4
1062,2024-03-28,West,Toys,15,473.99,7109.85
1063,2024-11-11,East,Food,26,95.76,2489.76
1064,2024-08-04,East,Toys,32,19.98,639.36
1065,2024-05-25,East,Toys,30,423.65,12709.5
1066,2024-12-26,East,Clothing,33,55.95,1846.35
